"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SAP0200","2026.03",24.88,"FINAL","Weighted average price",NA,"Beer – bottles (supermarket & liquor store)"
"CPIQ.SAP0210","2026.03",8.72,"FINAL","Weighted average price",NA,"Beer – glass (licensed premises)"
"CPIQ.SAP0220","2026.03",30.44,"FINAL","Weighted average price",NA,"Wine – cask, white (supermarket & liquor store)"
"CPIQ.SAP0230","2026.03",60.09,"FINAL","Weighted average price",NA,"Whisky (liquor store)"
"CPIQ.SAP0240","2026.03",61.25,"FINAL","Weighted average price",NA,"Cigarettes (supermarket & convenience store)"
"CPIQ.SAP0300","2026.03",12.82,"FINAL","Weighted average price",NA,"Socks – men's (clothing store & department store)"
"CPIQ.SAP0320","2026.03",43.44,"FINAL","Weighted average price",NA,"Dry cleaning – men's two-piece, woollen suit"
"CPIQ.SAP0400","2026.03",68.72,"FINAL","Weighted average price",NA,"Spouting/guttering – plastic"
"CPIQ.SAP0410","2026.03",599.97,"FINAL","Weighted average price",NA,"Concrete blocks – 390mm x 190mm x 190mm"
"CPIQ.SAP0420","2026.03",208.63,"FINAL","Weighted average price",NA,"House paint – acrylic, white"
"CPIQ.SAP0500","2026.03",245.66,"FINAL","Weighted average price",NA,"Carpet – wool, heavy duty, cut pile, width 3.66m"
"CPIQ.SAP0510","2026.03",0.95,"FINAL","Weighted average price",NA,"Electric light bulb - standard, 100 watt (supermarket)"
"CPIQ.SAP0531","2026.03",3.75,"FINAL","Weighted average price",NA,"Clothes washing powder – concentrate (supermarket)"
"CPIQ.SAP0541","2026.03",4.37,"FINAL","Weighted average price",NA,"Detergent – dishwashing liquid (supermarket)(3)"
"CPIQ.SAP0550","2026.03",4.89,"FINAL","Weighted average price",NA,"Cling food wrap – refill roll (supermarket)"
"CPIQ.SAP0600","2026.03",58.12,"FINAL","Weighted average price",NA,"General Practitioner – consultation, adult without"
"CPIQ.SAP0610","2026.03",110.69,"FINAL","Weighted average price",NA,"Optometrist – examination"
"CPIQ.SAP0620","2026.03",188.09,"FINAL","Weighted average price",NA,"Dental examination – 2 X-rays, scale and polish"
"CPIQ.SAP0700","2026.03",195.38,"FINAL","Weighted average price",NA,"Car battery – 12 volts"
"CPIQ.SAP0710","2026.03",26.98,"FINAL","Weighted average price",NA,"Petrol – 91 octane"
"CPIQ.SAP0720","2026.03",28.91,"FINAL","Weighted average price",NA,"Petrol – 95/98 octane"
"CPIQ.SAP0730","2026.03",21.46,"FINAL","Weighted average price",NA,"Diesel"
"CPIQ.SAP0740","2026.03",78.99,"FINAL","Weighted average price",NA,"Warrant of fitness – private car"
"CPIQ.SAP0910","2026.03",4.4,"FINAL","Weighted average price",NA,"Pet food – canned (supermarket)"
"CPIQ.SAP1100","2026.03",94.48,"FINAL","Weighted average price",NA,"Hairdressing – women's shampoo, cut, and blow wave"
"CPIQ.SAP1110","2026.03",5.32,"FINAL","Weighted average price",NA,"Bathroom soap – cake, 100g (supermarket)"
"CPIQ.SAP1120","2026.03",6.34,"FINAL","Weighted average price",NA,"Shampoo (supermarket)"
"CPIQ.SAP1130","2026.03",3.51,"FINAL","Weighted average price",NA,"Tissues – facial (supermarket)"
"CPIQ.SAP1141","2026.03",7.01,"FINAL","Weighted average price",NA,"Toilet paper (supermarket)"
"CPIQ.SAP1142","2026.03",73.62,"FINAL","Weighted average price",NA,"Storage costs (excluding vehicle storage)"
"CPIQ.SE101","2026.03",1370,"FINAL","Regional index","Auckland","Food"
"CPIQ.SE102","2026.03",1440,"FINAL","Regional index","Auckland","Alcoholic beverages and tobacco"
"CPIQ.SE103","2026.03",1043,"FINAL","Regional index","Auckland","Clothing and footwear"
"CPIQ.SE104","2026.03",1394,"FINAL","Regional index","Auckland","Housing and household utilities"
"CPIQ.SE104101","2026.03",1206,"FINAL","Regional index","Auckland","Actual rentals for housing"
"CPIQ.SE104201","2026.03",1612,"FINAL","Regional index","Auckland","Purchase of housing"
"CPIQ.SE105","2026.03",1164,"FINAL","Regional index","Auckland","Household contents and services"
"CPIQ.SE106","2026.03",1259,"FINAL","Regional index","Auckland","Health"
"CPIQ.SE107","2026.03",1302,"FINAL","Regional index","Auckland","Transport"
"CPIQ.SE107202","2026.03",1466,"FINAL","Regional index","Auckland","Petrol"
"CPIQ.SE109","2026.03",1276,"FINAL","Regional index","Auckland","Recreation and culture"
"CPIQ.SE111","2026.03",1348,"FINAL","Regional index","Auckland","Miscellaneous goods and services"
"CPIQ.SE1A","2026.03",1316,"FINAL","Regional index","Auckland","All Groups"
"CPIQ.SE201","2026.03",1359,"FINAL","Regional index","Wellington","Food"
"CPIQ.SE202","2026.03",1426,"FINAL","Regional index","Wellington","Alcoholic beverages and tobacco"
"CPIQ.SE203","2026.03",1125,"FINAL","Regional index","Wellington","Clothing and footwear"
"CPIQ.SE204","2026.03",1424,"FINAL","Regional index","Wellington","Housing and household utilities"
"CPIQ.SE204101","2026.03",1317,"FINAL","Regional index","Wellington","Actual rentals for housing"
"CPIQ.SE204201","2026.03",1428,"FINAL","Regional index","Wellington","Purchase of housing"
"CPIQ.SE205","2026.03",1129,"FINAL","Regional index","Wellington","Household contents and services"
"CPIQ.SE206","2026.03",1268,"FINAL","Regional index","Wellington","Health"
"CPIQ.SE207","2026.03",1304,"FINAL","Regional index","Wellington","Transport"
"CPIQ.SE207202","2026.03",1390,"FINAL","Regional index","Wellington","Petrol"
"CPIQ.SE209","2026.03",1232,"FINAL","Regional index","Wellington","Recreation and culture"
"CPIQ.SE211","2026.03",1365,"FINAL","Regional index","Wellington","Miscellaneous goods and services"
"CPIQ.SE2A","2026.03",1318,"FINAL","Regional index","Wellington","All Groups"
"CPIQ.SE301","2026.03",1382,"FINAL","Regional index","Rest of North Island","Food"
"CPIQ.SE302","2026.03",1510,"FINAL","Regional index","Rest of North Island","Alcoholic beverages and tobacco"
"CPIQ.SE303","2026.03",1109,"FINAL","Regional index","Rest of North Island","Clothing and footwear"
"CPIQ.SE304","2026.03",1589,"FINAL","Regional index","Rest of North Island","Housing and household utilities"
"CPIQ.SE304101","2026.03",1507,"FINAL","Regional index","Rest of North Island","Actual rentals for housing"
"CPIQ.SE304201","2026.03",1746,"FINAL","Regional index","Rest of North Island","Purchase of housing"
"CPIQ.SE305","2026.03",1156,"FINAL","Regional index","Rest of North Island","Household contents and services"
"CPIQ.SE306","2026.03",1342,"FINAL","Regional index","Rest of North Island","Health"
"CPIQ.SE307","2026.03",1340,"FINAL","Regional index","Rest of North Island","Transport"
"CPIQ.SE307202","2026.03",1486,"FINAL","Regional index","Rest of North Island","Petrol"
"CPIQ.SE309","2026.03",1283,"FINAL","Regional index","Rest of North Island","Recreation and culture"
"CPIQ.SE311","2026.03",1345,"FINAL","Regional index","Rest of North Island","Miscellaneous goods and services"
"CPIQ.SE3A","2026.03",1380,"FINAL","Regional index","Rest of North Island","All Groups"
"CPIQ.SE401","2026.03",1373,"FINAL","Regional index","North Island","Food"
"CPIQ.SE402","2026.03",1468,"FINAL","Regional index","North Island","Alcoholic beverages and tobacco"
"CPIQ.SE403","2026.03",1083,"FINAL","Regional index","North Island","Clothing and footwear"
"CPIQ.SE404","2026.03",1465,"FINAL","Regional index","North Island","Housing and household utilities"
"CPIQ.SE404101","2026.03",1308,"FINAL","Regional index","North Island","Actual rentals for housing"
"CPIQ.SE404201","2026.03",1633,"FINAL","Regional index","North Island","Purchase of housing"
"CPIQ.SE405","2026.03",1154,"FINAL","Regional index","North Island","Household contents and services"
"CPIQ.SE406","2026.03",1296,"FINAL","Regional index","North Island","Health"
"CPIQ.SE407","2026.03",1319,"FINAL","Regional index","North Island","Transport"
"CPIQ.SE407202","2026.03",1466,"FINAL","Regional index","North Island","Petrol"
"CPIQ.SE409","2026.03",1272,"FINAL","Regional index","North Island","Recreation and culture"
"CPIQ.SE411","2026.03",1349,"FINAL","Regional index","North Island","Miscellaneous goods and services"
"CPIQ.SE4A","2026.03",1341,"FINAL","Regional index","North Island","All Groups"
"CPIQ.SE501","2026.03",1356,"FINAL","Regional index","Canterbury","Food"
"CPIQ.SE502","2026.03",1467,"FINAL","Regional index","Canterbury","Alcoholic beverages and tobacco"
"CPIQ.SE503","2026.03",1067,"FINAL","Regional index","Canterbury","Clothing and footwear"
"CPIQ.SE504","2026.03",1388,"FINAL","Regional index","Canterbury","Housing and household utilities"
"CPIQ.SE504101","2026.03",1331,"FINAL","Regional index","Canterbury","Actual rentals for housing"
"CPIQ.SE504201","2026.03",1335,"FINAL","Regional index","Canterbury","Purchase of housing"
"CPIQ.SE505","2026.03",1187,"FINAL","Regional index","Canterbury","Household contents and services"
"CPIQ.SE506","2026.03",1303,"FINAL","Regional index","Canterbury","Health"
"CPIQ.SE507","2026.03",1317,"FINAL","Regional index","Canterbury","Transport"
"CPIQ.SE507202","2026.03",1384,"FINAL","Regional index","Canterbury","Petrol"
"CPIQ.SE509","2026.03",1257,"FINAL","Regional index","Canterbury","Recreation and culture"
"CPIQ.SE511","2026.03",1436,"FINAL","Regional index","Canterbury","Miscellaneous goods and services"
"CPIQ.SE5A","2026.03",1319,"FINAL","Regional index","Canterbury","All Groups"
"CPIQ.SE601","2026.03",1390,"FINAL","Regional index","Rest of South Island","Food"
"CPIQ.SE602","2026.03",1518,"FINAL","Regional index","Rest of South Island","Alcoholic beverages and tobacco"
"CPIQ.SE603","2026.03",1106,"FINAL","Regional index","Rest of South Island","Clothing and footwear"
"CPIQ.SE604","2026.03",1553,"FINAL","Regional index","Rest of South Island","Housing and household utilities"
"CPIQ.SE604101","2026.03",1455,"FINAL","Regional index","Rest of South Island","Actual rentals for housing"
"CPIQ.SE604201","2026.03",1692,"FINAL","Regional index","Rest of South Island","Purchase of housing"
"CPIQ.SE605","2026.03",1198,"FINAL","Regional index","Rest of South Island","Household contents and services"
"CPIQ.SE606","2026.03",1291,"FINAL","Regional index","Rest of South Island","Health"
"CPIQ.SE607","2026.03",1318,"FINAL","Regional index","Rest of South Island","Transport"
"CPIQ.SE607202","2026.03",1376,"FINAL","Regional index","Rest of South Island","Petrol"
"CPIQ.SE609","2026.03",1289,"FINAL","Regional index","Rest of South Island","Recreation and culture"
"CPIQ.SE611","2026.03",1397,"FINAL","Regional index","Rest of South Island","Miscellaneous goods and services"
"CPIQ.SE6A","2026.03",1371,"FINAL","Regional index","Rest of South Island","All Groups"
"CPIQ.SE701","2026.03",1370,"FINAL","Regional index","South Island","Food"
"CPIQ.SE702","2026.03",1491,"FINAL","Regional index","South Island","Alcoholic beverages and tobacco"
"CPIQ.SE703","2026.03",1083,"FINAL","Regional index","South Island","Clothing and footwear"
"CPIQ.SE704","2026.03",1456,"FINAL","Regional index","South Island","Housing and household utilities"
"CPIQ.SE704101","2026.03",1379,"FINAL","Regional index","South Island","Actual rentals for housing"
"CPIQ.SE704201","2026.03",1470,"FINAL","Regional index","South Island","Purchase of housing"
"CPIQ.SE705","2026.03",1190,"FINAL","Regional index","South Island","Household contents and services"
"CPIQ.SE706","2026.03",1297,"FINAL","Regional index","South Island","Health"
"CPIQ.SE707","2026.03",1317,"FINAL","Regional index","South Island","Transport"
"CPIQ.SE707202","2026.03",1377,"FINAL","Regional index","South Island","Petrol"
"CPIQ.SE709","2026.03",1272,"FINAL","Regional index","South Island","Recreation and culture"
"CPIQ.SE711","2026.03",1419,"FINAL","Regional index","South Island","Miscellaneous goods and services"
"CPIQ.SE7A","2026.03",1341,"FINAL","Regional index","South Island","All Groups"
"CPIQ.SE901","2026.03",1373,"FINAL","Main CPI","Group","Food"
"CPIQ.SE9011","2026.03",1233,"FINAL","Main CPI","Subgroup","Fruit and vegetables"
"CPIQ.SE901101","2026.03",1544,"FINAL","Main CPI","Class","Fruit"
"CPIQ.SE901101IPCA","2026.03",1.3,"FINAL","Index point contribution annual","Class","Fruit"
"CPIQ.SE901101IPCP","2026.03",1.08,"FINAL","Index point contribution quarterly","Class","Fruit"
"CPIQ.SE901101PCCA","2026.03",3.2,"FINAL","Percentage contribution annual","Class","Fruit"
"CPIQ.SE901101PCCP","2026.03",9,"FINAL","Percentage contribution quarterly","Class","Fruit"
"CPIQ.SE901101PPCA","2026.03",0.1,"FINAL","Percentage points contribution annual","Class","Fruit"
"CPIQ.SE901101PPCP","2026.03",0.081,"FINAL","Percentage points contribution quarterly","Class","Fruit"
"CPIQ.SE901102","2026.03",1043,"FINAL","Main CPI","Class","Vegetables"
"CPIQ.SE901102IPCA","2026.03",0.72,"FINAL","Index point contribution annual","Class","Vegetables"
"CPIQ.SE901102IPCP","2026.03",0.28,"FINAL","Index point contribution quarterly","Class","Vegetables"
"CPIQ.SE901102PCCA","2026.03",1.8,"FINAL","Percentage contribution annual","Class","Vegetables"
"CPIQ.SE901102PCCP","2026.03",2.3,"FINAL","Percentage contribution quarterly","Class","Vegetables"
"CPIQ.SE901102PPCA","2026.03",0.055,"FINAL","Percentage points contribution annual","Class","Vegetables"
"CPIQ.SE901102PPCP","2026.03",0.021,"FINAL","Percentage points contribution quarterly","Class","Vegetables"
"CPIQ.SE9011IPCA","2026.03",2.01,"FINAL","Index point contribution annual","Subgroup","Fruit and vegetables"
"CPIQ.SE9011IPCP","2026.03",1.37,"FINAL","Index point contribution quarterly","Subgroup","Fruit and vegetables"
"CPIQ.SE9011PCCA","2026.03",5,"FINAL","Percentage contribution annual","Subgroup","Fruit and vegetables"
"CPIQ.SE9011PCCP","2026.03",11.3,"FINAL","Percentage contribution quarterly","Subgroup","Fruit and vegetables"
"CPIQ.SE9011PPCA","2026.03",0.154,"FINAL","Percentage points contribution annual","Subgroup","Fruit and vegetables"
"CPIQ.SE9011PPCP","2026.03",0.102,"FINAL","Percentage points contribution quarterly","Subgroup","Fruit and vegetables"
"CPIQ.SE9012","2026.03",1407,"FINAL","Main CPI","Subgroup","Meat, poultry and fish"
"CPIQ.SE901201","2026.03",1403,"FINAL","Main CPI","Class","Meat and poultry"
"CPIQ.SE9012011","2026.03",1654,"FINAL","Main CPI","Section","Beef and veal (fresh, chilled or frozen)"
"CPIQ.SE9012012","2026.03",1248,"FINAL","Main CPI","Section","Pork (fresh, chilled or frozen)"
"CPIQ.SE9012013","2026.03",1617,"FINAL","Main CPI","Section","Mutton, lamb and hogget (fresh, chilled or frozen)"
"CPIQ.SE9012014","2026.03",1166,"FINAL","Main CPI","Section","Poultry (fresh, chilled or frozen)"
"CPIQ.SE9012016","2026.03",1407,"FINAL","Main CPI","Section","Preserved, prepared and processed meat"
"CPIQ.SE901201IPCA","2026.03",2.57,"FINAL","Index point contribution annual","Class","Meat and poultry"
"CPIQ.SE901201IPCP","2026.03",0.68,"FINAL","Index point contribution quarterly","Class","Meat and poultry"
"CPIQ.SE901201PCCA","2026.03",6.4,"FINAL","Percentage contribution annual","Class","Meat and poultry"
"CPIQ.SE901201PCCP","2026.03",5.6,"FINAL","Percentage contribution quarterly","Class","Meat and poultry"
"CPIQ.SE901201PPCA","2026.03",0.197,"FINAL","Percentage points contribution annual","Class","Meat and poultry"
"CPIQ.SE901201PPCP","2026.03",0.051,"FINAL","Percentage points contribution quarterly","Class","Meat and poultry"
"CPIQ.SE901202","2026.03",1421,"FINAL","Main CPI","Class","Fish and other seafood"
"CPIQ.SE901202IPCA","2026.03",0.2,"FINAL","Index point contribution annual","Class","Fish and other seafood"
"CPIQ.SE901202IPCP","2026.03",0.05,"FINAL","Index point contribution quarterly","Class","Fish and other seafood"
"CPIQ.SE901202PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Class","Fish and other seafood"
"CPIQ.SE901202PCCP","2026.03",0.4,"FINAL","Percentage contribution quarterly","Class","Fish and other seafood"
"CPIQ.SE901202PPCA","2026.03",0.016,"FINAL","Percentage points contribution annual","Class","Fish and other seafood"
"CPIQ.SE901202PPCP","2026.03",0.003,"FINAL","Percentage points contribution quarterly","Class","Fish and other seafood"
"CPIQ.SE9012IPCA","2026.03",2.77,"FINAL","Index point contribution annual","Subgroup","Meat, poultry and fish"
"CPIQ.SE9012IPCP","2026.03",0.73,"FINAL","Index point contribution quarterly","Subgroup","Meat, poultry and fish"
"CPIQ.SE9012PCCA","2026.03",6.9,"FINAL","Percentage contribution annual","Subgroup","Meat, poultry and fish"
"CPIQ.SE9012PCCP","2026.03",6,"FINAL","Percentage contribution quarterly","Subgroup","Meat, poultry and fish"
"CPIQ.SE9012PPCA","2026.03",0.213,"FINAL","Percentage points contribution annual","Subgroup","Meat, poultry and fish"
"CPIQ.SE9012PPCP","2026.03",0.054,"FINAL","Percentage points contribution quarterly","Subgroup","Meat, poultry and fish"
"CPIQ.SE9013","2026.03",1377,"FINAL","Main CPI","Subgroup","Grocery food"
"CPIQ.SE901301","2026.03",1389,"FINAL","Main CPI","Class","Bread and cereals"
"CPIQ.SE9013011","2026.03",1497,"FINAL","Main CPI","Section","Bread"
"CPIQ.SE9013012","2026.03",1360,"FINAL","Main CPI","Section","Cakes and biscuits"
"CPIQ.SE9013013","2026.03",1274,"FINAL","Main CPI","Section","Breakfast cereals"
"CPIQ.SE9013014","2026.03",1298,"FINAL","Main CPI","Section","Pasta products"
"CPIQ.SE9013015","2026.03",1369,"FINAL","Main CPI","Section","Pastry-cook products"
"CPIQ.SE9013016","2026.03",1320,"FINAL","Main CPI","Section","Other cereal products"
"CPIQ.SE901301IPCA","2026.03",1.03,"FINAL","Index point contribution annual","Class","Bread and cereals"
"CPIQ.SE901301IPCP","2026.03",0.18,"FINAL","Index point contribution quarterly","Class","Bread and cereals"
"CPIQ.SE901301PCCA","2026.03",2.5,"FINAL","Percentage contribution annual","Class","Bread and cereals"
"CPIQ.SE901301PCCP","2026.03",1.5,"FINAL","Percentage contribution quarterly","Class","Bread and cereals"
"CPIQ.SE901301PPCA","2026.03",0.079,"FINAL","Percentage points contribution annual","Class","Bread and cereals"
"CPIQ.SE901301PPCP","2026.03",0.014,"FINAL","Percentage points contribution quarterly","Class","Bread and cereals"
"CPIQ.SE901302","2026.03",1432,"FINAL","Main CPI","Class","Milk, cheese and eggs"
"CPIQ.SE9013021","2026.03",1373,"FINAL","Main CPI","Section","Fresh milk"
"CPIQ.SE9013022","2026.03",1124,"FINAL","Main CPI","Section","Preserved milk"
"CPIQ.SE9013023","2026.03",1446,"FINAL","Main CPI","Section","Yoghurt (fresh, frozen)"
"CPIQ.SE9013024","2026.03",1363,"FINAL","Main CPI","Section","Cheese"
"CPIQ.SE9013025","2026.03",1197,"FINAL","Main CPI","Section","Other milk products"
"CPIQ.SE9013026","2026.03",2009,"FINAL","Main CPI","Section","Eggs"
"CPIQ.SE901302IPCA","2026.03",0.41,"FINAL","Index point contribution annual","Class","Milk, cheese and eggs"
"CPIQ.SE901302IPCP","2026.03",-0.46,"FINAL","Index point contribution quarterly","Class","Milk, cheese and eggs"
"CPIQ.SE901302PCCA","2026.03",1,"FINAL","Percentage contribution annual","Class","Milk, cheese and eggs"
"CPIQ.SE901302PCCP","2026.03",-3.8,"FINAL","Percentage contribution quarterly","Class","Milk, cheese and eggs"
"CPIQ.SE901302PPCA","2026.03",0.032,"FINAL","Percentage points contribution annual","Class","Milk, cheese and eggs"
"CPIQ.SE901302PPCP","2026.03",-0.034,"FINAL","Percentage points contribution quarterly","Class","Milk, cheese and eggs"
"CPIQ.SE901303","2026.03",1496,"FINAL","Main CPI","Class","Oils and fats"
"CPIQ.SE901303IPCA","2026.03",-0.31,"FINAL","Index point contribution annual","Class","Oils and fats"
"CPIQ.SE901303IPCP","2026.03",-0.27,"FINAL","Index point contribution quarterly","Class","Oils and fats"
"CPIQ.SE901303PCCA","2026.03",-0.8,"FINAL","Percentage contribution annual","Class","Oils and fats"
"CPIQ.SE901303PCCP","2026.03",-2.3,"FINAL","Percentage contribution quarterly","Class","Oils and fats"
"CPIQ.SE901303PPCA","2026.03",-0.024,"FINAL","Percentage points contribution annual","Class","Oils and fats"
"CPIQ.SE901303PPCP","2026.03",-0.02,"FINAL","Percentage points contribution quarterly","Class","Oils and fats"
"CPIQ.SE901304","2026.03",1251,"FINAL","Main CPI","Class","Food additives and condiments"
"CPIQ.SE901304IPCA","2026.03",0.09,"FINAL","Index point contribution annual","Class","Food additives and condiments"
"CPIQ.SE901304IPCP","2026.03",-0.01,"FINAL","Index point contribution quarterly","Class","Food additives and condiments"
"CPIQ.SE901304PCCA","2026.03",0.2,"FINAL","Percentage contribution annual","Class","Food additives and condiments"
"CPIQ.SE901304PCCP","2026.03",-0.1,"FINAL","Percentage contribution quarterly","Class","Food additives and condiments"
"CPIQ.SE901304PPCA","2026.03",0.007,"FINAL","Percentage points contribution annual","Class","Food additives and condiments"
"CPIQ.SE901304PPCP","2026.03",-0.001,"FINAL","Percentage points contribution quarterly","Class","Food additives and condiments"
"CPIQ.SE901305","2026.03",1379,"FINAL","Main CPI","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305IPCA","2026.03",0.67,"FINAL","Index point contribution annual","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305IPCP","2026.03",1.18,"FINAL","Index point contribution quarterly","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305PCCA","2026.03",1.7,"FINAL","Percentage contribution annual","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305PCCP","2026.03",9.8,"FINAL","Percentage contribution quarterly","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305PPCA","2026.03",0.052,"FINAL","Percentage points contribution annual","Class","Confectionery, nuts and snacks"
"CPIQ.SE901305PPCP","2026.03",0.088,"FINAL","Percentage points contribution quarterly","Class","Confectionery, nuts and snacks"
"CPIQ.SE901306","2026.03",1247,"FINAL","Main CPI","Class","Other grocery food"
"CPIQ.SE901306IPCA","2026.03",0.15,"FINAL","Index point contribution annual","Class","Other grocery food"
"CPIQ.SE901306IPCP","2026.03",0.08,"FINAL","Index point contribution quarterly","Class","Other grocery food"
"CPIQ.SE901306PCCA","2026.03",0.4,"FINAL","Percentage contribution annual","Class","Other grocery food"
"CPIQ.SE901306PCCP","2026.03",0.7,"FINAL","Percentage contribution quarterly","Class","Other grocery food"
"CPIQ.SE901306PPCA","2026.03",0.011,"FINAL","Percentage points contribution annual","Class","Other grocery food"
"CPIQ.SE901306PPCP","2026.03",0.006,"FINAL","Percentage points contribution quarterly","Class","Other grocery food"
"CPIQ.SE9013IPCA","2026.03",2.04,"FINAL","Index point contribution annual","Subgroup","Grocery food"
"CPIQ.SE9013IPCP","2026.03",0.71,"FINAL","Index point contribution quarterly","Subgroup","Grocery food"
"CPIQ.SE9013PCCA","2026.03",5.1,"FINAL","Percentage contribution annual","Subgroup","Grocery food"
"CPIQ.SE9013PCCP","2026.03",5.9,"FINAL","Percentage contribution quarterly","Subgroup","Grocery food"
"CPIQ.SE9013PPCA","2026.03",0.157,"FINAL","Percentage points contribution annual","Subgroup","Grocery food"
"CPIQ.SE9013PPCP","2026.03",0.053,"FINAL","Percentage points contribution quarterly","Subgroup","Grocery food"
"CPIQ.SE9014","2026.03",1336,"FINAL","Main CPI","Subgroup","Non-alcoholic beverages"
"CPIQ.SE901401","2026.03",1332,"FINAL","Main CPI","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401IPCA","2026.03",0.72,"FINAL","Index point contribution annual","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401IPCP","2026.03",0.18,"FINAL","Index point contribution quarterly","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401PCCA","2026.03",1.8,"FINAL","Percentage contribution annual","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401PCCP","2026.03",1.5,"FINAL","Percentage contribution quarterly","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401PPCA","2026.03",0.055,"FINAL","Percentage points contribution annual","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901401PPCP","2026.03",0.013,"FINAL","Percentage points contribution quarterly","Class","Coffee, tea and other hot drinks"
"CPIQ.SE901402","2026.03",1328,"FINAL","Main CPI","Class","Soft drinks, waters and juices"
"CPIQ.SE901402IPCA","2026.03",0.45,"FINAL","Index point contribution annual","Class","Soft drinks, waters and juices"
"CPIQ.SE901402IPCP","2026.03",0.29,"FINAL","Index point contribution quarterly","Class","Soft drinks, waters and juices"
"CPIQ.SE901402PCCA","2026.03",1.1,"FINAL","Percentage contribution annual","Class","Soft drinks, waters and juices"
"CPIQ.SE901402PCCP","2026.03",2.4,"FINAL","Percentage contribution quarterly","Class","Soft drinks, waters and juices"
"CPIQ.SE901402PPCA","2026.03",0.034,"FINAL","Percentage points contribution annual","Class","Soft drinks, waters and juices"
"CPIQ.SE901402PPCP","2026.03",0.022,"FINAL","Percentage points contribution quarterly","Class","Soft drinks, waters and juices"
"CPIQ.SE9014IPCA","2026.03",1.16,"FINAL","Index point contribution annual","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9014IPCP","2026.03",0.47,"FINAL","Index point contribution quarterly","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9014PCCA","2026.03",2.9,"FINAL","Percentage contribution annual","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9014PCCP","2026.03",3.9,"FINAL","Percentage contribution quarterly","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9014PPCA","2026.03",0.089,"FINAL","Percentage points contribution annual","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9014PPCP","2026.03",0.035,"FINAL","Percentage points contribution quarterly","Subgroup","Non-alcoholic beverages"
"CPIQ.SE9015","2026.03",1443,"FINAL","Main CPI","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE901501","2026.03",1391,"FINAL","Main CPI","Class","Restaurant meals"
"CPIQ.SE901501IPCA","2026.03",0.47,"FINAL","Index point contribution annual","Class","Restaurant meals"
"CPIQ.SE901501IPCP","2026.03",0.05,"FINAL","Index point contribution quarterly","Class","Restaurant meals"
"CPIQ.SE901501PCCA","2026.03",1.2,"FINAL","Percentage contribution annual","Class","Restaurant meals"
"CPIQ.SE901501PCCP","2026.03",0.4,"FINAL","Percentage contribution quarterly","Class","Restaurant meals"
"CPIQ.SE901501PPCA","2026.03",0.036,"FINAL","Percentage points contribution annual","Class","Restaurant meals"
"CPIQ.SE901501PPCP","2026.03",0.004,"FINAL","Percentage points contribution quarterly","Class","Restaurant meals"
"CPIQ.SE901502","2026.03",1470,"FINAL","Main CPI","Class","Ready-to-eat food"
"CPIQ.SE901502IPCA","2026.03",1.27,"FINAL","Index point contribution annual","Class","Ready-to-eat food"
"CPIQ.SE901502IPCP","2026.03",0.31,"FINAL","Index point contribution quarterly","Class","Ready-to-eat food"
"CPIQ.SE901502PCCA","2026.03",3.2,"FINAL","Percentage contribution annual","Class","Ready-to-eat food"
"CPIQ.SE901502PCCP","2026.03",2.6,"FINAL","Percentage contribution quarterly","Class","Ready-to-eat food"
"CPIQ.SE901502PPCA","2026.03",0.098,"FINAL","Percentage points contribution annual","Class","Ready-to-eat food"
"CPIQ.SE901502PPCP","2026.03",0.023,"FINAL","Percentage points contribution quarterly","Class","Ready-to-eat food"
"CPIQ.SE9015IPCA","2026.03",1.74,"FINAL","Index point contribution annual","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015IPCP","2026.03",0.37,"FINAL","Index point contribution quarterly","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015PCCA","2026.03",4.3,"FINAL","Percentage contribution annual","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015PCCP","2026.03",3,"FINAL","Percentage contribution quarterly","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015PPCA","2026.03",0.134,"FINAL","Percentage points contribution annual","Subgroup","Restaurant meals and ready-to-eat food"
"CPIQ.SE9015PPCP","2026.03",0.027,"FINAL","Percentage points contribution quarterly","Subgroup","Restaurant meals and ready-to-eat food"
