"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE908100PPCA","2026.03",0.009,"FINAL","Percentage points contribution annual","Class","Postal services"
"CPIQ.SE908100PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Postal services"
"CPIQ.SE9081IPCA","2026.03",0.12,"FINAL","Index point contribution annual","Subgroup","Postal services"
"CPIQ.SE9081IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Subgroup","Postal services"
"CPIQ.SE9081PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Subgroup","Postal services"
"CPIQ.SE9081PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Subgroup","Postal services"
"CPIQ.SE9081PPCA","2026.03",0.009,"FINAL","Percentage points contribution annual","Subgroup","Postal services"
"CPIQ.SE9081PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Subgroup","Postal services"
"CPIQ.SE9082","2026.03",455,"FINAL","Main CPI","Subgroup","Telecommunication equipment"
"CPIQ.SE908200","2026.03",455,"FINAL","Main CPI","Class","Telecommunication equipment"
"CPIQ.SE908200IPCA","2026.03",-0.14,"FINAL","Index point contribution annual","Class","Telecommunication equipment"
"CPIQ.SE908200IPCP","2026.03",-0.13,"FINAL","Index point contribution quarterly","Class","Telecommunication equipment"
"CPIQ.SE908200PCCA","2026.03",-0.4,"FINAL","Percentage contribution annual","Class","Telecommunication equipment"
"CPIQ.SE908200PCCP","2026.03",-1.1,"FINAL","Percentage contribution quarterly","Class","Telecommunication equipment"
"CPIQ.SE908200PPCA","2026.03",-0.011,"FINAL","Percentage points contribution annual","Class","Telecommunication equipment"
"CPIQ.SE908200PPCP","2026.03",-0.009,"FINAL","Percentage points contribution quarterly","Class","Telecommunication equipment"
"CPIQ.SE9082IPCA","2026.03",-0.14,"FINAL","Index point contribution annual","Subgroup","Telecommunication equipment"
"CPIQ.SE9082IPCP","2026.03",-0.13,"FINAL","Index point contribution quarterly","Subgroup","Telecommunication equipment"
"CPIQ.SE9082PCCA","2026.03",-0.4,"FINAL","Percentage contribution annual","Subgroup","Telecommunication equipment"
"CPIQ.SE9082PCCP","2026.03",-1.1,"FINAL","Percentage contribution quarterly","Subgroup","Telecommunication equipment"
"CPIQ.SE9082PPCA","2026.03",-0.011,"FINAL","Percentage points contribution annual","Subgroup","Telecommunication equipment"
"CPIQ.SE9082PPCP","2026.03",-0.009,"FINAL","Percentage points contribution quarterly","Subgroup","Telecommunication equipment"
"CPIQ.SE9083","2026.03",1096,"FINAL","Main CPI","Subgroup","Telecommunication services"
"CPIQ.SE908300","2026.03",1096,"FINAL","Main CPI","Class","Telecommunication services"
"CPIQ.SE908300IPCA","2026.03",1.65,"FINAL","Index point contribution annual","Class","Telecommunication services"
"CPIQ.SE908300IPCP","2026.03",0.22,"FINAL","Index point contribution quarterly","Class","Telecommunication services"
"CPIQ.SE908300PCCA","2026.03",4.1,"FINAL","Percentage contribution annual","Class","Telecommunication services"
"CPIQ.SE908300PCCP","2026.03",1.8,"FINAL","Percentage contribution quarterly","Class","Telecommunication services"
"CPIQ.SE908300PPCA","2026.03",0.127,"FINAL","Percentage points contribution annual","Class","Telecommunication services"
"CPIQ.SE908300PPCP","2026.03",0.016,"FINAL","Percentage points contribution quarterly","Class","Telecommunication services"
"CPIQ.SE9083IPCA","2026.03",1.65,"FINAL","Index point contribution annual","Subgroup","Telecommunication services"
"CPIQ.SE9083IPCP","2026.03",0.22,"FINAL","Index point contribution quarterly","Subgroup","Telecommunication services"
"CPIQ.SE9083PCCA","2026.03",4.1,"FINAL","Percentage contribution annual","Subgroup","Telecommunication services"
"CPIQ.SE9083PCCP","2026.03",1.8,"FINAL","Percentage contribution quarterly","Subgroup","Telecommunication services"
"CPIQ.SE9083PPCA","2026.03",0.127,"FINAL","Percentage points contribution annual","Subgroup","Telecommunication services"
"CPIQ.SE9083PPCP","2026.03",0.016,"FINAL","Percentage points contribution quarterly","Subgroup","Telecommunication services"
"CPIQ.SE908IPCA","2026.03",1.62,"FINAL","Index point contribution annual","Group","Communication"
"CPIQ.SE908IPCP","2026.03",0.09,"FINAL","Index point contribution quarterly","Group","Communication"
"CPIQ.SE908PCCA","2026.03",4,"FINAL","Percentage contribution annual","Group","Communication"
"CPIQ.SE908PCCP","2026.03",0.8,"FINAL","Percentage contribution quarterly","Group","Communication"
"CPIQ.SE908PPCA","2026.03",0.125,"FINAL","Percentage points contribution annual","Group","Communication"
"CPIQ.SE908PPCP","2026.03",0.007,"FINAL","Percentage points contribution quarterly","Group","Communication"
"CPIQ.SE909","2026.03",1272,"FINAL","Main CPI","Group","Recreation and culture"
"CPIQ.SE9091","2026.03",448,"FINAL","Main CPI","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE909101","2026.03",246,"FINAL","Main CPI","Class","Audio-visual equipment"
"CPIQ.SE909101IPCA","2026.03",-0.57,"FINAL","Index point contribution annual","Class","Audio-visual equipment"
"CPIQ.SE909101IPCP","2026.03",-0.35,"FINAL","Index point contribution quarterly","Class","Audio-visual equipment"
"CPIQ.SE909101PCCA","2026.03",-1.4,"FINAL","Percentage contribution annual","Class","Audio-visual equipment"
"CPIQ.SE909101PCCP","2026.03",-2.9,"FINAL","Percentage contribution quarterly","Class","Audio-visual equipment"
"CPIQ.SE909101PPCA","2026.03",-0.044,"FINAL","Percentage points contribution annual","Class","Audio-visual equipment"
"CPIQ.SE909101PPCP","2026.03",-0.026,"FINAL","Percentage points contribution quarterly","Class","Audio-visual equipment"
"CPIQ.SE909102","2026.03",530,"FINAL","Main CPI","Class","Computing equipment"
"CPIQ.SE909102IPCA","2026.03",-0.3,"FINAL","Index point contribution annual","Class","Computing equipment"
"CPIQ.SE909102IPCP","2026.03",-0.23,"FINAL","Index point contribution quarterly","Class","Computing equipment"
"CPIQ.SE909102PCCA","2026.03",-0.8,"FINAL","Percentage contribution annual","Class","Computing equipment"
"CPIQ.SE909102PCCP","2026.03",-1.9,"FINAL","Percentage contribution quarterly","Class","Computing equipment"
"CPIQ.SE909102PPCA","2026.03",-0.023,"FINAL","Percentage points contribution annual","Class","Computing equipment"
"CPIQ.SE909102PPCP","2026.03",-0.017,"FINAL","Percentage points contribution quarterly","Class","Computing equipment"
"CPIQ.SE909103","2026.03",1223,"FINAL","Main CPI","Class","Recording media"
"CPIQ.SE909103IPCA","2026.03",0.07,"FINAL","Index point contribution annual","Class","Recording media"
"CPIQ.SE909103IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Recording media"
"CPIQ.SE909103PCCA","2026.03",0.2,"FINAL","Percentage contribution annual","Class","Recording media"
"CPIQ.SE909103PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Recording media"
"CPIQ.SE909103PPCA","2026.03",0.006,"FINAL","Percentage points contribution annual","Class","Recording media"
"CPIQ.SE909103PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Recording media"
"CPIQ.SE9091IPCA","2026.03",-0.8,"FINAL","Index point contribution annual","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9091IPCP","2026.03",-0.58,"FINAL","Index point contribution quarterly","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9091PCCA","2026.03",-2,"FINAL","Percentage contribution annual","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9091PCCP","2026.03",-4.8,"FINAL","Percentage contribution quarterly","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9091PPCA","2026.03",-0.061,"FINAL","Percentage points contribution annual","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9091PPCP","2026.03",-0.043,"FINAL","Percentage points contribution quarterly","Subgroup","Audio-visual and computing equipment"
"CPIQ.SE9092","2026.03",1391,"FINAL","Main CPI","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE909200","2026.03",1391,"FINAL","Main CPI","Class","Major recreational and cultural equipment"
"CPIQ.SE909200IPCA","2026.03",0.22,"FINAL","Index point contribution annual","Class","Major recreational and cultural equipment"
"CPIQ.SE909200IPCP","2026.03",0.05,"FINAL","Index point contribution quarterly","Class","Major recreational and cultural equipment"
"CPIQ.SE909200PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Class","Major recreational and cultural equipment"
"CPIQ.SE909200PCCP","2026.03",0.4,"FINAL","Percentage contribution quarterly","Class","Major recreational and cultural equipment"
"CPIQ.SE909200PPCA","2026.03",0.017,"FINAL","Percentage points contribution annual","Class","Major recreational and cultural equipment"
"CPIQ.SE909200PPCP","2026.03",0.004,"FINAL","Percentage points contribution quarterly","Class","Major recreational and cultural equipment"
"CPIQ.SE9092IPCA","2026.03",0.22,"FINAL","Index point contribution annual","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9092IPCP","2026.03",0.05,"FINAL","Index point contribution quarterly","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9092PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9092PCCP","2026.03",0.4,"FINAL","Percentage contribution quarterly","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9092PPCA","2026.03",0.017,"FINAL","Percentage points contribution annual","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9092PPCP","2026.03",0.004,"FINAL","Percentage points contribution quarterly","Subgroup","Major recreational and cultural equipment"
"CPIQ.SE9093","2026.03",1288,"FINAL","Main CPI","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE909301","2026.03",1292,"FINAL","Main CPI","Class","Games, toys and hobbies"
"CPIQ.SE909301IPCA","2026.03",-0.04,"FINAL","Index point contribution annual","Class","Games, toys and hobbies"
"CPIQ.SE909301IPCP","2026.03",-0.16,"FINAL","Index point contribution quarterly","Class","Games, toys and hobbies"
"CPIQ.SE909301PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Class","Games, toys and hobbies"
"CPIQ.SE909301PCCP","2026.03",-1.4,"FINAL","Percentage contribution quarterly","Class","Games, toys and hobbies"
"CPIQ.SE909301PPCA","2026.03",-0.003,"FINAL","Percentage points contribution annual","Class","Games, toys and hobbies"
"CPIQ.SE909301PPCP","2026.03",-0.012,"FINAL","Percentage points contribution quarterly","Class","Games, toys and hobbies"
"CPIQ.SE909302","2026.03",1078,"FINAL","Main CPI","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302IPCA","2026.03",-0.01,"FINAL","Index point contribution annual","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302PPCA","2026.03",-0.001,"FINAL","Percentage points contribution annual","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909302PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Equipment for sport, camping and outdoor recreatio"
"CPIQ.SE909303","2026.03",1276,"FINAL","Main CPI","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303IPCA","2026.03",-0.05,"FINAL","Index point contribution annual","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303PPCA","2026.03",-0.004,"FINAL","Percentage points contribution annual","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909303PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Plants, flowers and gardening supplies"
"CPIQ.SE909304","2026.03",1435,"FINAL","Main CPI","Class","Pet-related products"
"CPIQ.SE909304IPCA","2026.03",-0.14,"FINAL","Index point contribution annual","Class","Pet-related products"
"CPIQ.SE909304IPCP","2026.03",-0.06,"FINAL","Index point contribution quarterly","Class","Pet-related products"
"CPIQ.SE909304PCCA","2026.03",-0.3,"FINAL","Percentage contribution annual","Class","Pet-related products"
"CPIQ.SE909304PCCP","2026.03",-0.5,"FINAL","Percentage contribution quarterly","Class","Pet-related products"
"CPIQ.SE909304PPCA","2026.03",-0.011,"FINAL","Percentage points contribution annual","Class","Pet-related products"
"CPIQ.SE909304PPCP","2026.03",-0.004,"FINAL","Percentage points contribution quarterly","Class","Pet-related products"
"CPIQ.SE9093IPCA","2026.03",-0.24,"FINAL","Index point contribution annual","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9093IPCP","2026.03",-0.22,"FINAL","Index point contribution quarterly","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9093PCCA","2026.03",-0.6,"FINAL","Percentage contribution annual","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9093PCCP","2026.03",-1.9,"FINAL","Percentage contribution quarterly","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9093PPCA","2026.03",-0.019,"FINAL","Percentage points contribution annual","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9093PPCP","2026.03",-0.017,"FINAL","Percentage points contribution quarterly","Subgroup","Other recreational equipment and supplies"
"CPIQ.SE9094","2026.03",1295,"FINAL","Main CPI","Subgroup","Recreational and cultural services"
"CPIQ.SE909401","2026.03",1275,"FINAL","Main CPI","Class","Recreational and sporting services"
"CPIQ.SE909401IPCA","2026.03",0.36,"FINAL","Index point contribution annual","Class","Recreational and sporting services"
"CPIQ.SE909401IPCP","2026.03",0.1,"FINAL","Index point contribution quarterly","Class","Recreational and sporting services"
"CPIQ.SE909401PCCA","2026.03",0.9,"FINAL","Percentage contribution annual","Class","Recreational and sporting services"
"CPIQ.SE909401PCCP","2026.03",0.8,"FINAL","Percentage contribution quarterly","Class","Recreational and sporting services"
"CPIQ.SE909401PPCA","2026.03",0.028,"FINAL","Percentage points contribution annual","Class","Recreational and sporting services"
"CPIQ.SE909401PPCP","2026.03",0.008,"FINAL","Percentage points contribution quarterly","Class","Recreational and sporting services"
"CPIQ.SE909402","2026.03",1232,"FINAL","Main CPI","Class","Cultural services"
"CPIQ.SE909402IPCA","2026.03",1.92,"FINAL","Index point contribution annual","Class","Cultural services"
"CPIQ.SE909402IPCP","2026.03",0.11,"FINAL","Index point contribution quarterly","Class","Cultural services"
"CPIQ.SE909402PCCA","2026.03",4.8,"FINAL","Percentage contribution annual","Class","Cultural services"
"CPIQ.SE909402PCCP","2026.03",0.9,"FINAL","Percentage contribution quarterly","Class","Cultural services"
"CPIQ.SE909402PPCA","2026.03",0.148,"FINAL","Percentage points contribution annual","Class","Cultural services"
"CPIQ.SE909402PPCP","2026.03",0.008,"FINAL","Percentage points contribution quarterly","Class","Cultural services"
"CPIQ.SE909403","2026.03",1553,"FINAL","Main CPI","Class","Veterinary services"
"CPIQ.SE909403IPCA","2026.03",0.22,"FINAL","Index point contribution annual","Class","Veterinary services"
"CPIQ.SE909403IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Veterinary services"
"CPIQ.SE909403PCCA","2026.03",0.5,"FINAL","Percentage contribution annual","Class","Veterinary services"
"CPIQ.SE909403PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Veterinary services"
"CPIQ.SE909403PPCA","2026.03",0.017,"FINAL","Percentage points contribution annual","Class","Veterinary services"
"CPIQ.SE909403PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Veterinary services"
"CPIQ.SE9094IPCA","2026.03",2.5,"FINAL","Index point contribution annual","Subgroup","Recreational and cultural services"
"CPIQ.SE9094IPCP","2026.03",0.21,"FINAL","Index point contribution quarterly","Subgroup","Recreational and cultural services"
"CPIQ.SE9094PCCA","2026.03",6.2,"FINAL","Percentage contribution annual","Subgroup","Recreational and cultural services"
"CPIQ.SE9094PCCP","2026.03",1.8,"FINAL","Percentage contribution quarterly","Subgroup","Recreational and cultural services"
"CPIQ.SE9094PPCA","2026.03",0.192,"FINAL","Percentage points contribution annual","Subgroup","Recreational and cultural services"
"CPIQ.SE9094PPCP","2026.03",0.016,"FINAL","Percentage points contribution quarterly","Subgroup","Recreational and cultural services"
"CPIQ.SE9095","2026.03",1303,"FINAL","Main CPI","Subgroup","Newspapers, books and stationery"
"CPIQ.SE909501","2026.03",1027,"FINAL","Main CPI","Class","Books"
"CPIQ.SE909501IPCA","2026.03",-0.04,"FINAL","Index point contribution annual","Class","Books"
"CPIQ.SE909501IPCP","2026.03",-0.18,"FINAL","Index point contribution quarterly","Class","Books"
"CPIQ.SE909501PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Class","Books"
"CPIQ.SE909501PCCP","2026.03",-1.5,"FINAL","Percentage contribution quarterly","Class","Books"
"CPIQ.SE909501PPCA","2026.03",-0.003,"FINAL","Percentage points contribution annual","Class","Books"
"CPIQ.SE909501PPCP","2026.03",-0.013,"FINAL","Percentage points contribution quarterly","Class","Books"
"CPIQ.SE909502","2026.03",1543,"FINAL","Main CPI","Class","Newspapers and magazines"
"CPIQ.SE909502IPCA","2026.03",0.02,"FINAL","Index point contribution annual","Class","Newspapers and magazines"
"CPIQ.SE909502IPCP","2026.03",0.01,"FINAL","Index point contribution quarterly","Class","Newspapers and magazines"
"CPIQ.SE909502PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Newspapers and magazines"
"CPIQ.SE909502PCCP","2026.03",0.1,"FINAL","Percentage contribution quarterly","Class","Newspapers and magazines"
"CPIQ.SE909502PPCA","2026.03",0.001,"FINAL","Percentage points contribution annual","Class","Newspapers and magazines"
"CPIQ.SE909502PPCP","2026.03",0.001,"FINAL","Percentage points contribution quarterly","Class","Newspapers and magazines"
"CPIQ.SE909504","2026.03",1270,"FINAL","Main CPI","Class","Stationery and drawing materials"
"CPIQ.SE909504IPCA","2026.03",0.05,"FINAL","Index point contribution annual","Class","Stationery and drawing materials"
"CPIQ.SE909504IPCP","2026.03",-0.03,"FINAL","Index point contribution quarterly","Class","Stationery and drawing materials"
"CPIQ.SE909504PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Stationery and drawing materials"
"CPIQ.SE909504PCCP","2026.03",-0.2,"FINAL","Percentage contribution quarterly","Class","Stationery and drawing materials"
"CPIQ.SE909504PPCA","2026.03",0.004,"FINAL","Percentage points contribution annual","Class","Stationery and drawing materials"
"CPIQ.SE909504PPCP","2026.03",-0.002,"FINAL","Percentage points contribution quarterly","Class","Stationery and drawing materials"
"CPIQ.SE9095IPCA","2026.03",0.03,"FINAL","Index point contribution annual","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9095IPCP","2026.03",-0.19,"FINAL","Index point contribution quarterly","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9095PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9095PCCP","2026.03",-1.6,"FINAL","Percentage contribution quarterly","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9095PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9095PPCP","2026.03",-0.014,"FINAL","Percentage points contribution quarterly","Subgroup","Newspapers, books and stationery"
"CPIQ.SE9096","2026.03",1803,"FINAL","Main CPI","Subgroup","Accommodation services"
"CPIQ.SE909600IPCA",NA,NA,NA,"Index point contribution annual","Class","Accommodation services"
"CPIQ.SE909600IPCP",NA,NA,NA,"Index point contribution quarterly","Class","Accommodation services"
"CPIQ.SE909600PCCA",NA,NA,NA,"Percentage contribution annual","Class","Accommodation services"
"CPIQ.SE909600PCCP",NA,NA,NA,"Percentage contribution quarterly","Class","Accommodation services"
"CPIQ.SE909600PPCA",NA,NA,NA,"Percentage points contribution annual","Class","Accommodation services"
"CPIQ.SE909600PPCP",NA,NA,NA,"Percentage points contribution quarterly","Class","Accommodation services"
"CPIQ.SE909601","2026.03",1749,"FINAL","Main CPI","Class","Domestic accommodation services"
"CPIQ.SE909602","2026.03",1671,"FINAL","Main CPI","Class","Overseas accommodation prepaid in New Zealand"
"CPIQ.SE9096IPCA","2026.03",0.98,"FINAL","Index point contribution annual","Subgroup","Accommodation services"
"CPIQ.SE9096IPCP","2026.03",-0.7,"FINAL","Index point contribution quarterly","Subgroup","Accommodation services"
"CPIQ.SE9096PCCA","2026.03",2.4,"FINAL","Percentage contribution annual","Subgroup","Accommodation services"
"CPIQ.SE9096PCCP","2026.03",-5.8,"FINAL","Percentage contribution quarterly","Subgroup","Accommodation services"
"CPIQ.SE9096PPCA","2026.03",0.075,"FINAL","Percentage points contribution annual","Subgroup","Accommodation services"
"CPIQ.SE9096PPCP","2026.03",-0.052,"FINAL","Percentage points contribution quarterly","Subgroup","Accommodation services"
"CPIQ.SE909IPCA","2026.03",2.68,"FINAL","Index point contribution annual","Group","Recreation and culture"
"CPIQ.SE909IPCP","2026.03",-1.43,"FINAL","Index point contribution quarterly","Group","Recreation and culture"
"CPIQ.SE909PCCA","2026.03",6.6,"FINAL","Percentage contribution annual","Group","Recreation and culture"
"CPIQ.SE909PCCP","2026.03",-11.8,"FINAL","Percentage contribution quarterly","Group","Recreation and culture"
"CPIQ.SE909PPCA","2026.03",0.206,"FINAL","Percentage points contribution annual","Group","Recreation and culture"
"CPIQ.SE909PPCP","2026.03",-0.106,"FINAL","Percentage points contribution quarterly","Group","Recreation and culture"
"CPIQ.SE910","2026.03",1171,"FINAL","Main CPI","Group","Education"
"CPIQ.SE9101","2026.03",943,"FINAL","Main CPI","Subgroup","Early childhood education"
"CPIQ.SE910100","2026.03",943,"FINAL","Main CPI","Class","Early childhood education"
"CPIQ.SE910100IPCA","2026.03",0.12,"FINAL","Index point contribution annual","Class","Early childhood education"
"CPIQ.SE910100IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Early childhood education"
"CPIQ.SE910100PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Class","Early childhood education"
"CPIQ.SE910100PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Early childhood education"
"CPIQ.SE910100PPCA","2026.03",0.009,"FINAL","Percentage points contribution annual","Class","Early childhood education"
"CPIQ.SE910100PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Early childhood education"
"CPIQ.SE9101IPCA","2026.03",0.12,"FINAL","Index point contribution annual","Subgroup","Early childhood education"
"CPIQ.SE9101IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Subgroup","Early childhood education"
"CPIQ.SE9101PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Subgroup","Early childhood education"
"CPIQ.SE9101PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Subgroup","Early childhood education"
"CPIQ.SE9101PPCA","2026.03",0.009,"FINAL","Percentage points contribution annual","Subgroup","Early childhood education"
"CPIQ.SE9101PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Subgroup","Early childhood education"
"CPIQ.SE9102","2026.03",1363,"FINAL","Main CPI","Subgroup","Primary and secondary education"
"CPIQ.SE910200","2026.03",1363,"FINAL","Main CPI","Class","Primary and secondary education"
"CPIQ.SE910200IPCA","2026.03",0.4,"FINAL","Index point contribution annual","Class","Primary and secondary education"
"CPIQ.SE910200IPCP","2026.03",0.4,"FINAL","Index point contribution quarterly","Class","Primary and secondary education"
"CPIQ.SE910200PCCA","2026.03",1,"FINAL","Percentage contribution annual","Class","Primary and secondary education"
"CPIQ.SE910200PCCP","2026.03",3.3,"FINAL","Percentage contribution quarterly","Class","Primary and secondary education"
"CPIQ.SE910200PPCA","2026.03",0.03,"FINAL","Percentage points contribution annual","Class","Primary and secondary education"
"CPIQ.SE910200PPCP","2026.03",0.029,"FINAL","Percentage points contribution quarterly","Class","Primary and secondary education"
"CPIQ.SE9102IPCA","2026.03",0.4,"FINAL","Index point contribution annual","Subgroup","Primary and secondary education"
"CPIQ.SE9102IPCP","2026.03",0.4,"FINAL","Index point contribution quarterly","Subgroup","Primary and secondary education"
"CPIQ.SE9102PCCA","2026.03",1,"FINAL","Percentage contribution annual","Subgroup","Primary and secondary education"
"CPIQ.SE9102PCCP","2026.03",3.3,"FINAL","Percentage contribution quarterly","Subgroup","Primary and secondary education"
"CPIQ.SE9102PPCA","2026.03",0.03,"FINAL","Percentage points contribution annual","Subgroup","Primary and secondary education"
"CPIQ.SE9102PPCP","2026.03",0.029,"FINAL","Percentage points contribution quarterly","Subgroup","Primary and secondary education"
"CPIQ.SE9103","2026.03",1253,"FINAL","Main CPI","Subgroup","Tertiary and other post school education"
"CPIQ.SE910300","2026.03",1253,"FINAL","Main CPI","Class","Tertiary and other post school education"
"CPIQ.SE910300IPCA","2026.03",0.28,"FINAL","Index point contribution annual","Class","Tertiary and other post school education"
"CPIQ.SE910300IPCP","2026.03",0.28,"FINAL","Index point contribution quarterly","Class","Tertiary and other post school education"
"CPIQ.SE910300PCCA","2026.03",0.7,"FINAL","Percentage contribution annual","Class","Tertiary and other post school education"
"CPIQ.SE910300PCCP","2026.03",2.4,"FINAL","Percentage contribution quarterly","Class","Tertiary and other post school education"
"CPIQ.SE910300PPCA","2026.03",0.022,"FINAL","Percentage points contribution annual","Class","Tertiary and other post school education"
"CPIQ.SE910300PPCP","2026.03",0.021,"FINAL","Percentage points contribution quarterly","Class","Tertiary and other post school education"
"CPIQ.SE9103IPCA","2026.03",0.28,"FINAL","Index point contribution annual","Subgroup","Tertiary and other post school education"
"CPIQ.SE9103IPCP","2026.03",0.28,"FINAL","Index point contribution quarterly","Subgroup","Tertiary and other post school education"
"CPIQ.SE9103PCCA","2026.03",0.7,"FINAL","Percentage contribution annual","Subgroup","Tertiary and other post school education"
"CPIQ.SE9103PCCP","2026.03",2.4,"FINAL","Percentage contribution quarterly","Subgroup","Tertiary and other post school education"
"CPIQ.SE9103PPCA","2026.03",0.022,"FINAL","Percentage points contribution annual","Subgroup","Tertiary and other post school education"
"CPIQ.SE9103PPCP","2026.03",0.021,"FINAL","Percentage points contribution quarterly","Subgroup","Tertiary and other post school education"
"CPIQ.SE9104","2026.03",1253,"FINAL","Main CPI","Subgroup","Other educational fees"
"CPIQ.SE910400","2026.03",1253,"FINAL","Main CPI","Class","Other educational fees"
"CPIQ.SE910400IPCA","2026.03",0.01,"FINAL","Index point contribution annual","Class","Other educational fees"
"CPIQ.SE910400IPCP","2026.03",0.01,"FINAL","Index point contribution quarterly","Class","Other educational fees"
"CPIQ.SE910400PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Other educational fees"
"CPIQ.SE910400PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Other educational fees"
"CPIQ.SE910400PPCA","2026.03",0,"FINAL","Percentage points contribution annual","Class","Other educational fees"
"CPIQ.SE910400PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Other educational fees"
"CPIQ.SE9104IPCA","2026.03",0.01,"FINAL","Index point contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104IPCP","2026.03",0.01,"FINAL","Index point contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE9104PCCA","2026.03",0,"FINAL","Percentage contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE9104PPCA","2026.03",0,"FINAL","Percentage points contribution annual","Subgroup","Other educational fees"
"CPIQ.SE9104PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Subgroup","Other educational fees"
"CPIQ.SE910IPCA","2026.03",0.8,"FINAL","Index point contribution annual","Group","Education"
